ID,Name,Surname,Age,GPA
280775,Laura Davis,Schaefer,45,1.97
857239,Shelby David,Armstrong,59,3.73
102473,Sean Aguirre,Navarro,40,3.2
614937,Mitchell Owens,Ross,68,3.79
871288,Eric Mclean,Lee,81,3.43
547704,Henry Alvarez,Wright,81,2.11
735857,Mary Parker,Keith,18,0.56
885211,Chad Howard,Arellano,49,2.32
917103,Willie Sanford,Mcdonald,72,3.24
461026,Amanda Martin,Wells,15,1.89
393260,Sabrina Taylor,Hernandez,75,3.46
305165,Sheila Mcconnell,Strong,40,1.23
693644,Lisa Orr,Shepherd,97,3.76
995022,Jeremy Brown,Smith,14,2.77
189771,Richard Lopez,Hayes,15,1.43
802862,Jonathan Warren,Khan,70,1.57
336361,David Martinez,Johnson,86,0.3
389306,Jose Dorsey,Roberts,63,0.05
479838,Taylor Sullivan,Mann,33,1.95
769759,Cassidy Boyle,Carr,52,0.37
434943,Alicia Durham,Perry,68,0.6
253367,Michael Collins,Keith,12,0.62
869649,Jasmine Parks,Howard,35,3.75
644082,Angela Rogers,Howell,19,3.05
235915,Bradley Chan,Gonzalez,48,2.23
171233,Melissa Reed,Hall,86,3.03
542706,Adam Lewis,Rowe,34,1.43
753696,Debra Brennan,Hurley,11,3.74
739846,Monique Rodgers,Bell,16,2.2
310661,Christopher Adams,Gonzalez,11,2.5
359708,Sarah White,Stephenson,95,3.09
834233,Stephen Simmons,Johnson,42,2.33
149955,Katherine Fuller,Huynh,58,1.99
114030,Jessica Clayton,King,55,1.84
570888,Christopher Gonzalez,Marshall,84,2.74
783381,Margaret Walker,Black,23,2.73
356763,Julie Heath,Delgado,74,0.0
545269,Lori Mcmillan,Crawford,53,3.51
170874,Shawn Briggs,Hernandez,50,0.52
975286,Jason Hill,Russell,84,3.09
243108,Nicholas Holloway,Jimenez,14,0.3
415152,Justin Stone,Hall,30,0.5
443842,Eric Hensley,Perez,33,2.67
273183,Destiny Ortiz,Garcia,83,2.87
472528,Stephanie Garza,Webb,63,2.72
562291,Jessica Rhodes,Coleman,55,0.19
125505,Karen Duncan,Ortega,91,0.51
410176,Jasmine Oconnor,Sanders,26,3.43
778774,Paul Robertson,Liu,27,0.25
745649,Richard Willis,Mendez,86,1.57
421889,Bernard Lewis,Walker,77,3.28
447221,Megan Cooke,Ellis,71,1.13
573559,Michael Perez,Baker,12,2.92
612611,Daniel Arnold,Higgins,89,3.36
417736,Henry Wood,Black,96,2.57
246313,Amanda Pruitt,Wilson,71,3.17
655653,Sarah Huffman,Dixon,58,2.54
344629,Debbie Boyd,Matthews,94,3.21
769199,Edward Morales,Hayes,91,1.05
216938,Larry Richard,Anthony,47,1.4
806384,Joseph Jacobson,Olson,23,2.06
306869,Terri Guerrero,Mcguire,20,0.06
474655,Ryan Mckay,Rivera,39,2.29
291588,Brandon Mcfarland,Gray,12,3.26
369533,Whitney Riley,Sloan,72,1.05
264063,April Bryant,Fields,11,2.56
320397,Kristy Carlson,Martinez,86,2.7
492304,Dennis Taylor,Jones,89,0.37
888660,Kelly Quinn,Valencia,96,0.37
653833,Justin Holland,Carey,94,0.82
417024,William Yoder,Choi,94,1.66
182884,Robert Miller,Hall,57,3.26
851823,Katherine Ruiz,Jefferson,97,3.64
152981,Megan Bryant,Dyer,72,2.59
146233,Lucas Harrington,Nguyen,28,2.13
738455,Steven Green,Fernandez,44,1.62
790007,Jessica Lynch,Mercado,13,3.62
854493,Valerie Nelson,Lloyd,82,2.23
257451,Emily Miranda,Pitts,28,2.77
528803,Stephanie Combs,Adams,86,0.05
273495,Andrew Pearson,Barrett,52,0.08
584270,Keith Sharp,Guerrero,66,0.94
308474,Amanda Johnson,Vaughn,41,2.44
913101,Jeffrey Drake,Martin,60,1.96
959496,Jonathan Miller,Hubbard,77,2.2
388676,Kevin Foley,English,17,0.8
629562,Taylor Hall,Gibbs,78,3.59
165005,Bryan Williams,Terrell,24,2.24
902409,Mitchell Hardin,Kelly,44,2.99
753718,Heather Abbott,Williams,53,3.99
391913,Nicholas Harper,Matthews,67,1.64
287410,Alexis Murray,Green,70,2.71
781294,Eric Jackson,Snyder,33,2.6
309239,Jessica Kelley,Frederick,57,3.39
475310,Brandon Carter,Wolf,15,0.97
873052,Kimberly Jackson,Harris,96,0.22
277018,Elizabeth Donovan,Smith,13,2.44
113675,Brian Ali,Rasmussen,84,2.87
905756,Michael Murphy,Fleming,23,1.03
579003,Andrew Wyatt,Rivas,10,0.29
108737,Hunter Woods,Jackson,82,3.27
362576,Katie Stanley,Moore,17,2.92
715438,Mary Fuller,Boyle,25,1.88
253278,Melissa Mckenzie,Kim,61,2.82
266105,Aaron Mueller,Walker,70,3.6
311968,Diana Mcdowell,Long,32,0.82
458111,Nicole Perry,Chang,52,1.42
794984,Tracey Horton,Carroll,52,0.14
989122,Paul Bruce,Adams,72,1.1
596349,Colleen Lopez,Neal,13,1.86
591852,Sherry Miller,Phillips,65,0.84
888811,Charles Weaver,Patterson,91,0.89
992132,Peter Anthony,Hicks,34,0.14
175482,Michael Campbell,Myers,25,1.39
695970,Justin Weeks,Miller,67,2.2
165347,Joshua Roberson,Moore,63,2.75
338351,Kenneth Griffin,Williams,95,0.34
882922,Kristen Goodman,Cooley,85,3.97
405127,Shannon Ray,Marshall,66,3.54
539558,Jason Jenkins,Mccormick,71,3.93
131190,Timothy Hubbard,Cruz,79,3.37
553488,Shelley Mason,Morgan,13,0.52
948095,Jamie Smith,Sanchez,69,1.47
480526,Gina Harper,Hernandez,42,3.08
761167,Joseph Jones,Carpenter,89,2.03
224190,Sheryl Hunter,Murphy,82,3.95
744842,James Kirby,Hardy,13,1.67
583645,Dr. Jared Hammond,Gomez,22,2.68
453989,Matthew Weaver,Moore,25,0.05
957563,Joseph Green,Mccoy,37,3.98
130147,Erica Griffith,Hartman,56,2.96
506114,Jacqueline Gonzales,Mcintosh,17,1.78
112056,Jennifer Perkins,Ball,34,1.57
148281,Jesus Whitehead,Lloyd,28,2.42
835434,William Parsons,Johnson,41,2.71
544369,Danielle Willis,Coleman,75,1.8
839111,Anthony Morales,Roberson,82,3.85
327501,Melissa Hopkins,Richards,83,2.25
462708,Karen Coffey,Pierce,76,0.45
608388,Stephanie Miller,Weaver,22,0.75
968370,Sheryl Velasquez,Schultz,20,3.53
284009,Sarah Moss,Jackson,91,0.24
624551,Leon Gutierrez,Meadows,91,2.56
526598,Christopher Thompson,Campbell,31,3.03
722649,Robert Gilmore,Friedman,95,0.59
854309,Timothy Taylor,Blair,66,2.78
891690,David Williams,Porter,24,3.96
305832,Debra Hood,Larson,63,0.15
573083,Linda Miller,Patrick,81,1.67
158236,Michelle Webb,Padilla,24,3.12
315964,George Thomas,Rollins,66,1.3
636564,Lisa Burke,Moore,50,3.11
379738,Dennis Nguyen,Rodriguez,60,0.51
702998,Terry Alvarado,Howard,21,3.78
568036,Michelle Patterson,King,77,1.4
146106,Dr. Scott Lewis Jr.,Johnson,38,2.22
448676,Jose Wilson,Terry,57,0.61
873795,Stacy Jordan,Harrison,82,3.04
867499,Daniel Espinoza,Pruitt,18,2.56
191260,Ryan Ortiz,Holmes,12,1.8
223798,Christian Torres,Clark,13,2.6
717372,Theresa Watson,Porter,33,1.85
817791,Vanessa Bell,Morales,86,2.83
162760,John Adams,Dawson,48,2.54
697223,Kelli Anderson,Wilcox,25,3.76
497214,Jermaine Medina,Patrick,46,3.1
964021,Andrew Perez,Irwin,80,2.8
559533,Tara Garcia,Stewart,63,0.41
752343,Craig Johnson,Sandoval,13,2.64
484978,Scott Munoz,Green,92,3.45
601716,Lisa Hanson,Medina,97,0.41
714340,Julie Lambert,Rodriguez,51,0.99
897330,Charles Hahn,Savage,50,3.99
524949,Richard Mitchell,Walsh,73,3.6
268512,Brandon Jacobs,Long,26,1.01
375911,Jay Nash,Fields,89,0.38
695912,Brian Nelson,Webster,50,2.12
301893,Andrew Newman,Velasquez,99,1.45
182916,Maurice Davidson,Burch,63,3.2
486721,Aaron Haynes,Kerr,90,2.58
433768,Richard Johnson,Ray,76,2.2
288966,Jordan Murray,Olsen,46,2.81
738254,John King,Bright,58,1.54
149878,Joshua Taylor,James,56,3.91
703803,Michelle Ortega,Castaneda,53,1.69
782166,Jeffrey Sandoval,Brown,12,2.95
563258,Timothy Miles,Small,55,2.21
511417,Andrew Anderson,Mcbride,33,3.72
569194,Justin Williams,Hill,97,1.89
928627,Ruth Lewis,Branch,72,2.34
799141,Debra Eaton,Nicholson,78,1.63
946251,Steven Arroyo,Jones,40,1.74
464155,Brett Burns,Mitchell,29,1.96
233743,Nancy Jimenez,Jensen,30,3.99
482112,Cynthia Williams,Ray,44,3.72
140979,Randy Nunez,Mcdonald,34,0.7
449738,Felicia Lane,Romero,41,3.15
839132,Bradley Hansen,Richardson,28,2.33
890264,Jessica Williams,Harris,46,1.32
865056,Christopher Johnson,Jenkins,93,0.14
814607,Lisa Stevenson,Phillips,66,3.86
943918,Rachel Thompson,Watson,64,1.11
165113,Ricardo Knight,Brown,57,2.06
712724,Barry Thomas,Glover,24,3.39
372739,Susan Ortega,Daniels,77,1.2
826800,Edward Moore,Miranda,76,1.23
409537,Bobby Gonzalez,Adams,43,1.27
606516,Lisa Miller,Mata,97,1.52
584090,Elizabeth Holloway,Orozco,91,2.64
305755,Michael Cunningham,Vasquez,21,3.93
937688,Sandra Larsen,Livingston,53,2.5
372142,Richard Jones,Brown,45,2.46
985979,Kevin Ray,Baxter,37,1.24
513398,Mrs. Sandra Green,Peterson,27,3.49
699813,Brittany Cross,Martin,39,0.43
882117,Tiffany Castillo,Jones,47,3.36
676336,Lisa Price,Johnson,69,2.34
149944,Logan Merritt,Myers,54,1.87
334893,Vincent Schwartz,Higgins,88,3.86
943623,Pamela Ali,Williams,38,0.1
603250,Rebecca Aguirre,Evans,44,3.6
688805,Samantha Sullivan,Grant,50,2.09
744444,Jose Rodriguez,Greene,30,1.02
987743,Richard Combs,Moss,68,0.56
627434,James Brown,Peterson,65,3.1
932628,Cynthia Willis,Baker,10,2.03
127336,Jamie Allen,Young,16,3.83
327107,Kimberly Richards,Morris,11,3.4
867855,Lance Roberts,Baker,37,2.17
354695,Lisa Kelly,Hamilton,49,0.8
165112,Gavin Scott,Simon,40,1.08
572649,Raymond Sutton,Craig,33,2.44
191247,Tommy Wagner,Alexander,67,3.74
893030,Anthony Davis,Jones,21,1.45
848273,Nathaniel Martinez,Williams,28,0.45
554951,Gregory Washington,Skinner,33,3.82
803739,Deborah Owens,Mason,79,2.97
511420,Haley Bates,Durham,19,3.06
357027,Ashley Wright,Tate,21,3.4
480314,Derek Noble,Dalton,95,0.22
523144,Joshua Cummings,Peters,91,0.57
306751,Mr. Terry Butler,White,73,0.15
542115,Raymond Phillips,Colon,92,0.46
447991,Dr. Andre Caldwell,Farrell,12,0.53
905827,Robert Lee,Stanley,80,2.81
969632,Mary Ramirez,Allen,39,3.9
106665,Christine Wood MD,Vaughn,38,3.0
776187,Robert Conrad,Shaw,54,0.09
960181,Matthew Jones,Bowers,87,1.67
799857,Nathan Ramos,Walker,23,0.19
825915,Jesus Garcia,Foley,99,2.44
960605,Katherine Johnson,Collins,46,0.17
267207,Mr. Ricky Herman,Jones,97,3.5
111895,Laura Bishop,Haley,84,3.36
496465,Gabriel Lawrence,Ortega,97,3.04
372793,Douglas Wilson,Dixon,94,3.58
649308,Kyle Rush,Martinez,22,3.52
457998,Joseph Obrien,Hamilton,57,2.98
625850,Deborah Nguyen,Blackburn,98,2.89
593640,Elizabeth Lucero,Sparks,95,1.23
941138,Tara Wilson,Raymond,44,3.1
235627,Brittany Choi DVM,Wilson,58,3.97
136970,Francisco Peters,Hughes,91,2.89
540022,Leah Cooper,Bonilla,24,1.97
683630,Linda Shaw,Griffith,64,1.36
866275,Ann Smith,White,16,3.11
923346,Rebecca Smith,Moore,44,1.34
966762,Julie Dyer,Yu,99,1.18
805831,Denise Terrell,White,69,2.11
455423,Miranda Young,Espinoza,83,2.27
775754,Jill Levine,Spears,68,1.58
883732,Robert Mills,Dawson,49,1.56
369654,Loretta Butler,Peterson,77,0.75
288708,Michael Lopez,Johnson,78,0.21
779297,David Peck,Ross,34,3.16
580541,Deborah Wolfe,Hill,74,3.58
349093,Andrew Hoffman,Griffin,30,1.15
236385,Paul Gates,Nash,67,3.62
250673,Andrew Valencia,Schultz,71,0.26
402725,Victor Alexander,Ewing,38,1.87
133020,Denise Hill,Keith,33,3.47
351171,Jordan Sexton,Larson,58,0.01
552457,Cole Henry,Castro,76,0.15
642547,Cheryl Morales,Acevedo,82,2.77
277920,Rebecca Martin,Caldwell,48,0.63
523303,Gary Jones,Lopez,35,0.49
938607,Ashley Stephens,Moore,97,0.98
853750,Stephanie Davies MD,Taylor,26,2.95
493630,Tammy Frazier,Robinson,59,0.8
603841,James Herrera,Hughes,11,1.96
838278,Christopher Reed,Jacobs,38,0.23
477717,Amanda Anderson,Moore,66,0.86
815669,Diane Riggs,Guzman,17,0.03
729845,Steven Lee,Coffey,46,2.03
767871,Deborah Barton,Garrison,32,0.1
412913,Melissa Leach,Garcia,10,1.83
294294,Jessica Norris,Lawson,76,2.42
827906,Michael Lopez,Hoffman,22,3.94
407468,Steven Love,Erickson,92,0.04
761519,Matthew Salinas,Mitchell,80,1.88
838351,Travis Sherman,Hansen,38,2.76
771866,Jasmine Mitchell,Schroeder,25,3.02
227505,Brittany Ramsey,Hunt,12,2.52
332309,Andrew Kaiser,Patterson,94,0.03
356447,Caitlin Sanders,Hawkins,71,0.74
910036,Joshua Gonzalez,Wolf,36,2.93
909328,William Velasquez,Cortez,81,2.85
496584,Jeff White,Fox,33,2.61
833083,Vanessa Reeves,Gonzalez,78,2.15
449209,Alexis Dunn,Smith,11,3.58
604126,Doris Warren,Hernandez,81,2.69
380446,Jaime Gibson,Ramos,22,3.67
538809,Joseph Thompson,Shaw,37,3.58
217553,Wendy Price,Harris,74,0.41
510397,Jeffrey Roth,Buck,47,3.05
195895,Eric Hernandez,Ward,75,1.53
524960,Daniel Wu,Andrews,29,2.86
141457,Kathy Brooks,Garza,54,2.31
325496,Todd Wood,Kelly,62,2.7
864309,Patricia Graves,Lucas,84,0.54
738309,Jackie Smith MD,Townsend,84,3.92
210738,Whitney Silva,Hernandez,29,0.09
371996,Kimberly Hansen,Torres,17,0.45
450383,Ariana Snyder,Snow,29,3.27
348877,Nancy Rodriguez,Woodard,19,0.06
226025,Nancy Hansen,Riley,89,2.05
911533,Rachael Hughes,Watson,51,3.88
775869,Jared Garcia,Gonzales,96,0.73
149942,April Harrington,Jones,73,0.29
272287,Timothy Jones,Wilson,58,3.29
718791,Kimberly Smith,Curtis,11,0.15
345951,Danielle Dixon,Bowers,40,1.18
453725,Angela Watkins,Mathis,77,2.87
393373,Jeremy Murphy,Waters,87,1.49
483135,Shannon Brown,Nguyen,15,3.34
152030,Marie Smith,Travis,83,3.35
247509,Darryl Henry,Black,16,2.98
389526,Sandra Jones,Johnson,63,1.95
324412,Charles Pearson,Castillo,52,3.11
350417,Lisa York,Howard,69,0.65
666826,Crystal Brown,Green,70,2.31
207599,Christopher Lambert,Miller,30,0.52
845868,Barbara Ferguson,Carroll,26,0.75
857063,Edward Hoffman,Sanchez,59,3.95
713495,Andrea Gonzalez,Patel,81,2.16
811299,Patricia Stewart,Ruiz,41,0.81
273010,Allison Kerr,Jones,95,2.57
186415,Philip Brooks,Young,19,3.64
943454,Billy Robbins,Olson,96,0.02
223921,Benjamin Young,Garcia,48,3.7
937822,Elizabeth Lynn,Howard,40,2.97
260497,Faith Lynch,Whitaker,85,1.57
390907,Brandon Grimes,Brown,10,3.29
669088,Victoria Castillo,Lane,61,2.49
888866,Monica Garcia,Reid,14,3.11
479264,Mary Vasquez,Wilson,60,1.21
776186,Andrew Williams,Arias,98,2.64
971123,Kenneth Mccoy,Bennett,24,0.94
110917,Terry Petersen,Osborne,28,3.15
118043,Abigail Massey,Little,99,2.55
174163,Raymond Bridges,Larson,78,2.66
722162,Jasmine Munoz,Dominguez,72,2.14
102850,Charles Thompson,Martinez,52,1.24
501717,Benjamin Bennett,Elliott,21,2.48
436873,Lisa Bailey,Walton,79,0.49
270754,Anthony Mcdonald,Freeman,47,2.08
947384,Tiffany Tucker,Campbell,26,1.05
207826,Jimmy Lloyd,Donovan,28,1.49
244382,Stephen Parker,Hansen,49,2.63
169728,Cheryl Gutierrez,King,45,2.64
332636,Elizabeth Lin,Brown,59,3.84
107216,Jeffrey Cordova,Smith,20,2.17
631413,Brianna Wilcox,Webb,92,1.64
597834,Sara Baker,Kaufman,22,2.86
403055,Andrea Oconnell,Taylor,78,2.24
130975,Heather Wolf,Davis,91,3.89
843598,Christopher Drake,Dawson,55,2.42
796487,Kenneth Green,Kim,97,0.77
148453,Joe Williams,Stokes,86,1.46
320214,Heidi Riddle,Nguyen,82,2.99
881150,Ralph Pace,Taylor,53,0.5
764664,Nicholas Anderson,Schultz,32,1.16
837473,Marie Jones,Ward,96,0.32
520645,Nicole Jones,Bush,66,0.91
225911,Sarah Jensen,Ford,15,2.85
529471,Mr. Scott Willis,Henry,97,2.81
457590,Rachel Silva,Wilkins,35,3.98
738806,Catherine Cox,Armstrong,50,3.65
473137,Jordan Lee,Lewis,97,3.66
730750,Tanya Sullivan,Riley,41,1.65
994374,Michael Jackson,Chen,27,0.4
664181,Heather Case,Middleton,90,3.04
887828,Willie Fox,Newman,78,3.27
348111,Kenneth Nixon,Johnson,72,0.7
193070,Linda King,Cabrera,77,0.4
755205,Andrew Clark,Peterson,52,1.6
694786,Scott Adams,Lambert,24,1.93
661981,Jessica Castaneda,Brooks,59,3.17
480567,Matthew Young,Ramirez,77,0.98
802054,James Vargas,Simmons,69,0.91
845150,Vincent Bright,Holt,77,1.52
363526,Jamie Cole,Castaneda,76,2.32
547656,Donald Campbell,Sullivan,96,3.58
495411,Karen Buckley,Foley,90,3.03
565079,Levi Duran,Douglas,60,2.73
891411,Stacey Thomas,Acevedo,25,2.9
293565,Roberto Nelson,Shaw,91,3.42
417278,John Nunez,Foster,88,1.01
651260,Amanda Jacobs,Sampson,23,1.53
565337,Jennifer Lowe,Ward,40,2.04
981411,George Patterson,Avila,21,3.98
873921,Joshua Powell,Cohen,58,2.37
925009,Elizabeth Ruiz,Davis,81,3.7
982166,Anthony Berg,Ramos,75,1.4
435512,Michael Williams,Watson,85,2.21
790841,Jessica Cooper,Fernandez,35,2.13
201128,Cory Mitchell,Chavez,25,0.31
592488,Julie Nguyen,Bryant,94,3.38
661504,Bridget Diaz,Miller,99,1.66
335959,Thomas Duarte,Padilla,61,0.66
769657,Jacqueline Dalton DDS,Cook,59,3.61
167274,Michele Howard,Edwards,17,0.9
754504,Matthew Bryant,Hernandez,79,1.45
466964,Dana Valencia,Becker,36,3.93
582061,Tony Johnson,Dougherty,18,3.1
764360,Mr. John Moore,Anderson,57,2.34
259449,Steven Guerra,Morris,25,3.92
238763,Austin Rodriguez,Sandoval,22,1.54
317291,Joseph Martin,Jacobs,55,3.69
773414,Nichole Smith,Waters,76,3.46
177794,Carol Wilson,Sexton,90,3.23
215451,Matthew Rogers,Nguyen,87,2.79
900315,John Henderson,Morgan,50,2.96
343290,Dr. Michael Rosales,Fletcher,76,0.61
354187,Daniel Franklin,Roman,61,3.03
259066,Rhonda Daniel,Rogers,83,2.15
931961,John Johnston,Johnson,63,2.29
606813,Kayla Potter,Montes,22,0.71
422942,Glenn Robinson,Coleman,20,3.52
658952,Michelle Franco,Rivera,66,2.94
687199,Maria Flores,Hawkins,22,1.94
274854,Shane Lozano,Gallagher,12,0.66
528961,Benjamin Le,Weiss,23,2.21
870824,Dr. Susan Hood,Bennett,52,3.09
616296,Jesse Thompson,Gutierrez,25,0.58
551390,Jeremy Anderson,Russell,97,1.1
512315,Adam Holmes,French,36,1.18
585495,Andrew Casey,Ballard,73,2.83
753761,Brian Jones,Lozano,64,3.46
589989,Samantha Jones,Simpson,42,0.38
589172,Eric Ochoa,Sexton,68,3.25
371389,Belinda Davis,Garcia,57,0.16
944473,Amy Kane,Smith,39,3.38
662493,Keith Harvey,Ray,90,3.45
983827,Sara Harvey,Taylor,43,1.96
905507,Alec Smith,Ward,61,1.9
436122,William Russell,Cox,25,2.65
228746,Ronald Smith,Green,77,1.37
367343,Diana Mccall,Gomez,89,3.97
552776,Michael Rodriguez,Summers,58,3.81
740517,Christopher Burns,Diaz,49,3.5
438376,Aaron Dennis,Bates,57,1.62
839393,Margaret Gordon,Collins,48,3.52
896796,Cynthia Hamilton,Sweeney,62,2.34
257779,Cheryl Perez,Thompson,55,2.49
873825,Michael Vargas,Rodriguez,51,0.44
388968,Mrs. Brittany King,Martin,58,2.21
219911,Kylie Kirby,Black,37,2.49
319174,Madison Cortez,Diaz,67,0.18
573781,Brett Brown,Hall,89,1.59
227565,Brandy Mcdowell,Nelson,34,0.37
720694,Sara Case,Martinez,62,2.92
416992,Cameron Reed,Harris,87,2.69
806962,Andrea Davis,Morris,63,0.91
415971,Sharon Weber,Turner,62,2.16
956416,Carol Jackson,Atkins,53,3.49
990689,Heather Brown,Ray,54,2.76
331190,Anthony Meyer PhD,Gaines,75,1.75
878492,Michele Williams,Haynes,13,1.79
296329,Nancy Duffy,Huber,21,1.38
726215,Martin Horton,Graves,29,3.8
682739,Ashley Wilson,Rice,74,2.84
808631,Megan Dunlap,Mccullough,90,2.5
487177,Corey Hill,Castillo,82,1.85
515797,Debbie Mosley,Brown,38,1.12
114046,Edward Smith,Warner,56,1.32
266296,Ms. Pamela Duncan,Campbell,83,1.04
501243,Jessica Miller,Bryan,93,1.41
209493,Richard Phelps,Hall,94,2.95
591631,Dennis Mendez,Mcguire,35,0.14
451634,Kimberly Schmitt,Smith,45,1.82
781157,Thomas Baker,Lucas,83,2.78
484150,Daniel Franco,Lozano,13,0.77
691470,William Wu,Chambers,33,2.66
273879,Stacey Gonzalez,Jones,59,3.56
429551,Thomas Schultz,Burnett,35,2.18
786853,Ashley Fitzpatrick,Gallagher,19,1.52
391825,Carlos Robinson,Hill,93,3.86
773701,Ryan Sandoval,Bennett,81,3.67
987216,Jennifer Oconnor,Jones,18,3.77
447535,Kendra Gray,Hayes,54,1.66
391023,Matthew Mcfarland,Avery,98,0.27
401021,Jennifer Smith,Rush,21,0.03
378249,Joshua Hale,Garcia,54,1.12
227584,Taylor Mullen,Morgan,59,2.89
182793,Emily Oliver,Holmes,51,3.87
331974,Courtney Brock,Hess,83,0.06
641495,Sara Wilson,Johnson,50,2.02
246698,Shelby Olson,Holt,39,3.56
127872,Brenda Lowe,Roberts,76,3.0
685696,Sean Klein,Griffin,94,0.63
972178,Tina Davis,Schroeder,83,1.53
864780,Jessica Hernandez,Coleman,50,2.5
865462,Chris Carter,Martinez,71,0.2
776647,John Jimenez,Roth,84,1.5
835836,Travis Lopez,King,93,3.08
754180,Jennifer Lane,Washington,91,0.43
588047,Robert Dixon,Murray,98,3.33
347383,Richard Holland,Smith,80,3.13
163355,Derek Torres,Myers,82,0.87
480318,Amy Smith,Stevens,51,2.58
359059,Frank Lee,Crosby,73,0.02
540844,Natalie Nguyen,Herrera,99,0.75
992224,Randy Garcia,Rose,11,3.69
401942,Jason Evans,Long,69,0.88
355579,Malik Lewis,Cook,96,0.63
929372,Heather Rios,Mccall,39,3.67
146433,Mr. John Ellis,Green,70,2.97
263152,Dustin Martinez,Newman,25,0.18
269089,Jimmy Goodwin,Johnson,61,0.18
491551,Tyler Hamilton,Smith,49,3.66
713099,Daniel Thomas,Morse,50,1.05
398842,Kristen Walker,Williams,57,1.1
982533,Gabriel Edwards,Brown,87,2.61
388700,Nathaniel Horton,Evans,69,1.76
174934,David Taylor,Lopez,88,1.16
205072,Arthur Brown,Moore,87,1.74
780722,Laurie Richardson,Dudley,13,2.06
586274,Morgan Galvan,Keller,14,2.7
205110,Dawn Graham,Garcia,77,1.13
349060,Justin Montgomery,Dorsey,16,0.17
685790,Matthew Williams,Owen,93,1.75
465373,Shannon Hopkins,Cummings,40,2.12
970270,Karen Weeks,Mclaughlin,29,1.04
435757,Stephen Edwards DDS,Lowe,95,2.63
468890,Angela Lyons,Warner,13,1.36
646534,Albert Young,Burke,98,2.19
232973,Kendra Collier,Wright,87,0.03
676838,Michelle Black,Rodriguez,35,0.62
982198,Matthew Mcintosh,Simmons,53,0.66
246490,Rachel Walker,Kim,10,1.74
237183,Andrea Ramos,Rodriguez,12,2.61
259359,Suzanne Jackson,Hall,81,1.48
970263,Linda Page,Peterson,31,0.51
953092,Ms. Hayley Burke,Meyer,56,1.24
935721,Ann Foster,Silva,23,0.81
904798,Victoria Kim,Romero,34,3.61
451415,Brenda Mcknight,Noble,48,3.84
965913,Beth Myers,Palmer,46,1.83
918585,Christopher Harris,Jimenez,84,1.66
801176,Tommy Lambert,Young,51,1.18
648559,Joseph Baker,Harper,43,3.92
386751,Nicholas Walker,Harvey,48,0.32
997664,Melissa Harvey,Johnson,32,0.76
737755,Derrick Cooper,Rivera,70,0.34
901860,Colleen Chandler,Mathews,97,2.02
547396,Denise Carter,Lewis,81,0.92
621684,Katie Graham,Martin,79,3.09
489564,Deborah Young,Johnson,15,1.65
286436,Robert Graves,Page,95,2.8
520035,David Austin,Robbins,91,0.63
915683,Sherry Vang,Bell,37,0.5
178174,Kayla Smith,Douglas,76,2.0
715866,Amy Rice,Hale,19,2.61
799704,Ashley House,Wade,91,2.17
401991,Melvin Faulkner,Watts,62,3.05
286214,Matthew Taylor,Moore,75,0.92
105660,Krystal Cooper,Maxwell,65,3.1
616536,Melissa Perkins,Garcia,89,3.98
574617,Mark Ortiz,Robinson,24,0.34
836073,Kenneth Rodriguez,Sanchez,84,3.07
596301,Juan Dyer,Adams,16,3.44
428996,Laura Cole,Singh,56,1.88
805675,Debbie Robinson,Greene,61,0.52
426087,Elizabeth Salas,Grant,94,3.54
498419,Teresa Wilson,Blair,74,3.48
852554,Brianna Fernandez,Lee,67,3.18
879837,Amanda Campos,Brown,12,0.48
995089,Philip Jarvis MD,Cochran,39,2.14
899394,Rachael Gray,Ponce,82,0.78
577928,Daniel Martin,Cruz,60,1.92
300832,Melissa Wright,Mitchell,74,3.17
151613,Charles Davis,Baker,98,2.56
122690,Kenneth Cain,Thomas,55,3.84
695772,Adam Harvey,Barnes,20,2.14
888819,James Armstrong,Calderon,49,1.54
706061,Ian Caldwell,Higgins,23,0.31
447038,Deborah Lopez,Williams,92,2.13
511012,Jamie Roberts,Walker,29,0.39
436352,Samantha Watson,Clark,84,0.4
149696,Alexandra Green,Gray,76,0.89
757227,David Becker,Sanders,12,1.75
165369,Jason Evans,Duarte,36,1.64
210905,Nicholas Robinson,Fields,37,1.65
684033,Jaime Peck,Estrada,40,2.44
451765,David Mccoy,Chavez,44,1.92
574656,Nicholas Bowen,Lang,100,0.93
941779,Austin Rhodes,Malone,76,1.59
360654,Luis Wright,Hess,31,0.73
881959,Christopher Campbell,Jordan,48,0.63
456612,Danny Gates,Tucker,77,2.5
358755,Johnny Herrera,Noble,80,1.5
224595,Melissa Flores,Wade,68,0.15
894407,Raymond Burch,Montes,66,0.96
947076,Joseph Howard,Lara,95,2.16
579116,Kaitlyn Perry,Jacobs,81,1.11
660389,Aaron Morales,Mendoza,45,2.3
843705,Sharon Rivera,Sparks,48,2.83
964923,Jeremy Howard,Miller,42,0.3
340632,Meghan Miller,Reyes,63,1.41
528827,Jesse Jones,Matthews,79,1.44
649606,Jillian Rush,Martinez,41,0.71
142538,Roger Cooper,Peck,78,2.62
689576,Noah Anderson,Becker,38,3.49
378989,Robert Holmes,Davis,25,0.39
498387,David Lara,Davis,42,0.18
980804,Laura Reynolds,Cobb,94,1.15
364420,William Blair,Welch,25,1.91
764190,Sara James,Hernandez,95,0.52
975211,Martin Copeland,Bond,48,0.72
